name,static_instructions_case_int-bounds_O0,dynamic_instructions_case_int-bounds_O0
extr_php-srcextdatelibtm2unixtime.c_magic_date_calc.c,113,113
extr_linuxdriversgpudrmdrm_internal.h_drm_debugfs_crtc_add.c,6,6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_dhwbi_Slot_inst_encode.c,7,7
extr_hashcatdepsLZMA-SDKCLzmaEnc.c_LzmaEncProps_Normalize.c,95,95
extr_linuxkernelirqmanage.c_irq_thread_check_affinity.c,6,6
extr_reactosbaseapplicationsmstscuimain.c_ui_set_colourmap.c,5,5
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_RB_COPY_DEST_PITCH_PITCH.c,10,10
extr_linuxfsnfsflexfilelayout..pnfs.h_pnfs_commit_list.c,9,9
extr_linuxfsdax.c_dax_fault_return.c,15,15
extr_linuxdriversnetethernetciscoenicenic_main.c_enic_intr_update_pkt_size.c,15,15
extr_linuxarchs390kernelruntime_instr.c_init_runtime_instr_cb.c,20,20
extr_linuxdriversgpiogpio-spear-spics.c_spics_direction_input.c,8,8
extr_reactosdriversfilesystemsbtrfszstdzstd_decompress.c_ZSTD_nextSrcSizeToDecompress.c,7,7
extr_reactosdllwin32usp10shape.c_shift_syllable_glyph_indexs.c,33,33
extr_linuxblockblk-wbt.h_wbt_init.c,7,7
extr_linuxdriversscsiatp870u.c_is880.c,21,21
extr_kittykittyscreen.c_selection_coord.c,35,35
extr_linuxdriversstagingmt7621-ethmdio.h_mtk_mdio_init.c,6,6
extr_linuxdriversgpudrmgma500psb_device.c_psb_power_up.c,6,6
extr_labenginecodeclientcl_ui.c_LAN_MarkServerVisible.c,16,16
extr_linuxsoundisasscape.c_sscape_midi_info.c,16,16
extr_numpynumpylinalglapack_litef2c_blas.c_cswap_.c,21,21
extr_linuxdriversnetethernetinteligbigb_main.c_igb_get_max_rss_queues.c,18,18
extr_openpilotpandatestssafetytest.c_set_subaru_torque_driver.c,10,10
extr_BGAQRCode-Androidzbarsrcmainjnizbarvideov4l1.c_v4l1_stop.c,6,6
extr_linuxdriverspinctrlpinctrl-digicolor.c_dc_get_groups_count.c,6,6
extr_linuxdriversscsincr53c8xx.c_ncr_name.c,7,7
extr_linuxdriversnetethernetbroadcombnxtbnxt_dcb.c_bnxt_dcb_free.c,5,5
extr_linuxdriversgpudrmgma500cdv_intel_crt.c_cdv_intel_crt_mode_valid.c,18,18
extr_linuxkerneldmadirect.c_dma_direct_mapping_error.c,11,11
extr_linuxdriversnetethernetmellanoxmlx4en_tx.c_mlx4_en_is_tx_ring_full.c,14,14
extr_linuxsoundsoctegrategra20_i2s.c_tegra20_i2s_wr_rd_reg.c,12,12
extr_linuxfsnfsdnfs4proc.c_nfsd4_getfh_rsize.c,11,11
extr_linuxdriversinfinibandhwocrdmaocrdma_hw.c_ocrdma_eq_inc_tail.c,13,13
extr_linuxdriversnetethernetnetronomenfpnfpcorenfp_mutex.c_nfp_mutex_is_locked.c,11,11
extr_linuxdriversnetwirelessbroadcomb43bus.h_b43_bus_host_is_pcmcia.c,6,6
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_STENCIL_CONTROL_FUNC.c,9,9
extr_reactossdklib3rdpartybzip2blocksort.c_fallbackSimpleSort.c,12,12
extr_linuxdriversstagingrtl8188eucorertw_sreset.c_rtw_hal_sreset_init.c,11,11
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_REG_A4XX_VPC_VARYING_PS_REPL_MODE.c,8,8
extr_linuxarchx86realmoderm....bootvideo-mode.c_mode_defined.c,12,12
extr_linuxdriversgpudrmamdpowerplaysmumgrsmu7_smumgr.c_smu7_convert_fw_type_to_cgs.c,15,15
extr_linuxdriversedacsb_edac.c_haswell_chan_hash.c,20,106
extr_linuxdriversstagingrtl8192uieee80211ieee80211_tx.c_ieee80211_txrate_selectmode.c,22,22
extr_linuxkernelbpfbpf_lru_list.c_local_free_list.c,10,10
extr_linuxfscramfsinode.c_cramfs_physmem_mmap.c,17,17
extr_FFmpeglibavformathls.c_current_segment.c,12,12
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_depc_Slot_inst_encode.c,7,7
extr_linuxdriversnetethernetsfcptp.c_efx_ptp_get_mode.c,8,8
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_thai.h_mac_thai_wctomb.c,18,18
extr_opensslsslstatemstatem_clnt.c_ossl_statem_client_max_message_size.c,18,18
extr_linuxdriversnetwirelessrealtekrtlwifirtl8821aephy.c__rtl8812ae_get_integer_from_string.c,22,22
extr_linuxnet9ptrans_virtio.c_p9_virtio_cancel.c,7,7
extr_linuxdriversusbcorehub.c_usb_enable_lpm.c,5,5
extr_linuxdriversmmchostmxcmmc.c_is_imx31_mmc.c,11,11
extr_linuxdriversinputmousefocaltech.h_focaltech_init.c,7,7
extr_linuxdriversnetwirelessbroadcomb43legacydma.h_b43legacy_dma_tx_resume.c,5,5
extr_linuxdriversttyserialatmel_serial.c_atmel_uart_is_half_duplex.c,15,15
extr_linuxdriversscsiiscitask.c_isci_task_query_task.c,13,13
extr_darwin-xnubsdvfskpi_vfs.c_vnode_specrdev.c,7,7
extr_reactosdllopenglmesavbfill.c_gl_Indexi.c,13,13
extr_linuxdrivershidhid-logitech-hidpp.c_wtp_input_mapping.c,11,11
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rfdd_Slot_inst_encode.c,7,7
extr_linuxdriversnetdsamv88e6xxxglobal2.h_mv88e6xxx_g2_irq_mdio_free.c,6,6
extr_linuxarchpowerpckvmbook3s_pr.c_kvm_arch_vm_ioctl_pr.c,9,9
extr_linuxdriversnetethernetintelixgbeixgbe_ethtool.c_ixgbe_rss_indir_tbl_max.c,12,12
extr_emscriptentestsnbody-javaorg_apache_harmony_niochar_charset_UTF_8_Decoder.c___DELETE_org_apache_harmony_niochar_charset_UTF_8_Decoder.c,6,6
extr_linuxdriversnetethernetchelsiocxgb4cxgb4_ethtool.c_get_eeprom_len.c,6,6
extr_opensslsslssl_lib.c_ssl_check_allowed_versions.c,41,41
extr_linuxsoundi2cotherak4114.c_snd_ak4114_spdif_qinfo.c,13,13
extr_linuxdriversnetwirelessinteliwlwifimvmfw.c_iwl_mvm_sar_get_wgds_table.c,7,7
extr_linuxdriverswatchdogbcm_kona_wdt.c_bcm_kona_wdt_debug_exit.c,5,5
extr_linuxdriversgpudrmamdamdgpuamdgpu_queue_mgr.c_amdgpu_queue_mgr_fini.c,7,7
extr_linuxdriversnetethernetjme.h_new_phy_power_ctrl.c,9,9
extr_linuxdriversnetwirelessinteliwlwifimvmfw.c_iwl_mvm_get_sar_geo_profile.c,7,7
extr_linuxdriversvideofbdevplatinumfb.c_platinumfb_blank.c,7,7
extr_SoftEtherVPNsrcCedarClient.c_CiSetError.c,11,11
extr_linuxdriversinputmousealps.c_alps_check_valid_firmware_id.c,15,15
extr_linuxdriversnetethernetnetronomenfpnfpcorenfp_cppcore.c_nfp_cpp_priv.c,7,7
extr_kittykittymouse.c_mouse_in_region.c,13,13
extr_linuxdriversmediausbgo7007go7007-v4l2.c_go7007_queue_setup.c,18,18
extr_reactossdklib3rdpartylibmpg123index.c_fi_next.c,9,9
extr_linuxdriversmfdmc13xxx-core.c_mc13xxx_probe_flags_dt.c,7,7
extr_linuxarcharm64mmhugetlbpage.c_num_contig_ptes.c,24,24
extr_linuxarchs390kernelptrace.c_regs_get_register.c,12,12
extr_linuxdriversnvmehostpci.c_db_bar_size.c,14,14
extr_micropythonportspic16bitpic16bit_mphal.c_mp_hal_delay_ms.c,23,4001109
extr_FFmpeglibavformatunix.c_unix_get_file_handle.c,10,10
extr_Craftdepssqlitesqlite3.c_sqlite3_db_mutex.c,7,7
extr_linuxarcharmmach-omap1clock.c_clkll_disable_null.c,5,5
extr_linuxdriverscryptoqatqat_c62xvfadf_c62xvf_hw_data.c_get_num_accels.c,6,6
extr_linuxdriversmediai2ctvp7002.c_tvp7002_enum_mbus_code.c,15,15
extr_libsodiumsrclibsodiumsodiumutils.c__mprotect_readonly.c,9,9
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mp_ioctl.c_oid_rt_get_power_mode_hdl.c,6,6
extr_masscansrcsmackqueue.c_queue_has_more_items.c,10,10
extr_linuxarcharm64kernelhw_breakpoint.c_get_hbp_len.c,13,13
extr_linuxdriversntbhwintelntb_hw_intel.h_pdev_is_gen1.c,12,12
extr_linuxsoundsocatmelatmel-classd.c_atmel_classd_remove.c,6,6
extr_mimikatzmodulessqlite3_omit.c_sqlite3_column_count.c,14,14
extr_linuxdriversnubusnubus.c_nubus_rewinddir.c,12,12
extr_linuxarchx86kernelcpumcheckmce-internal.h_apei_clear_mce.c,7,7
extr_linuxdriversiommurockchip-iommu.c_rk_mk_pte_invalid.c,9,9
extr_emscriptentestssqlitesqlite3.c_sqlite3_value_type.c,7,7
extr_linuxdriversstagingrtlwifiphydmphydm.c_odm_common_info_self_reset.c,7,7
extr_php-srcextmbstringlibmbflmbflmbfilter.h_mbfl_is_error.c,9,9
extr_linuxdriversinfinibandhwqedrverbs.c_get_link_speed_and_width.c,42,42
extr_darwin-xnuosfmkvmvm_object.c_vm_object_lock_avoid.c,11,11
extr_linuxdriversttyserialsn_console.c_snp_stop_tx.c,5,5
extr_linuxdriverspinctrlpinctrl-axp209.c_axp20x_gpio_get_reg.c,22,22
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_TEX_CONST_4_BASE.c,10,10
extr_linuxdriversusbmusbmusb_virthub.c_musb_has_gadget.c,11,11
extr_linuxdriversgpudrmmsmdsidsi.xml.h_REG_DSI_20nm_PHY_LN_CFG_3.c,8,8
extr_linuxdriversstagingrts5208ms.c_ms_check_err_code.c,14,14
extr_linuxdriversmiscgenwqecard_base.h_dma_mapping_used.c,14,14
extr_linuxdriversusbc67x00c67x00-sched.c_frame_after.c,21,21
extr_emscriptentestsbox2dfreeglutfreeglut_window.c_fgCloseWindow.c,5,5
extr_h2olibhttp2casper.c_h2o_http2_casper_num_entries.c,7,7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_bltui_Slot_inst_encode.c,7,7
extr_linuxdriversnetwirelessathath9khtc.h_ath9k_htc_init_debug.c,6,6
extr_linuxdriversnetwirelessathath9kar5008_phy.c_ar5008_hw_set_radar_conf.c,23,23
extr_linuxtoolsvirtiovringh_test.c_getrange_iov.c,20,20
extr_linuxnetwirelessreg.c_is_ht40_allowed.c,20,20
extr_linuxarcharm64kernelkgdb.c_kgdb_arch_set_pc.c,9,9
extr_twemproxysrcnc_mbuf.c_mbuf_rewind.c,13,13
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_n.c_wlc_phy_rssi_compute_nphy.c,55,55
extr_linuxfsxfslibxfsxfs_format.h_xfs_sb_version_hasdalign.c,8,8
extr_linuxdriversnetwirelessathath6klhtc.h_htc_rxpkt_reset.c,11,11
extr_linuxdriversacpiapeiapei-internal.h_apei_exec_ctx_set_input.c,9,9
extr_wcdbrepairsqliterk_pager.c_sqliterkPagerGetPageCount.c,11,11
extr_linuxdrivershidhid-input.c_match_scancode.c,16,16
extr_linuxdriversgpudrmamdamdgpudce_v6_0.c_dce_v6_0_ext_disable.c,5,5
extr_tenginesrchttpmodulesngx_http_image_filter_module.c_ngx_http_image_filter_init.c,14,14
extr_linuxnetvmw_vsockvirtio_transport_common.c_virtio_transport_dgram_dequeue.c,10,10
extr_php-srcextopcacheOptimizerzend_call_graph.c_zend_op_array_calc.c,11,11
extr_linuxdriversscsimac_esp.c_mac_esp_dma_length_limit.c,12,12
extr_linuxdriversinfinibandulpipoibipoib_main.c_ipoib_set_dev_features.c,15,15
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_ldct_Slot_inst_encode.c,7,7
extr_linuxdriversstagingrtl8188euhalhal_com.c_HalSetBrateCfg.c,11,11
extr_linuxdriversvideofbdevsisinit.c_SiS_SetEnableDstn.c,13,13
extr_gitsha1dcsha1.c_SHA1DCSetUseUBC.c,11,11
extr_linuxdriversgpuipu-v3ipu-dc.c_ipu_dc_exit.c,5,5
extr_gitsequencer.c_is_pick_or_similar.c,11,11
extr_linuxdriversnetethernetinteligbigb_ptp.c_igb_ptp_verify_pin.c,19,19
extr_mimikatzmoduleskull_m_crypto.c_kull_m_crypto_keytype_to_str.c,20,20
extr_linuxdriversvideofbdevfb-puv3.c_get_line_length.c,17,17
extr_linuxarchx86xenxen-ops.h_xen_pv_post_suspend.c,5,5
extr_linuxkernelschedrt.c_enqueue_pushable_task.c,6,6
extr_darwin-xnubsdnetif_bridge.c_bridge_ioctl_stxhc.c,7,7
extr_FFmpeglibavfilterfilters.h_ff_outlink_frame_wanted.c,7,7
extr_obs-studiolibobs-openglgl-subsystem.h_convert_gs_internal_format.c,13,13
extr_FFmpeglibavformatfifo_test.c_failing_write_trailer.c,10,10
extr_libgit2srcparse.c_git_parse_advance_chars.c,20,20
extr_linuxdriversnetcanpeak_canfdpeak_pciefd_main.c_pciefd_irq_rx_cnt.c,8,8
extr_linuxtoolstestingselftestskvmlibsparsebit.c_sparsebit_all_set.c,17,17
extr_linuxdriversinfinibandhwhfi1chip.c_link_state_reason_name.c,12,12
extr_linuxdriversttyserialarc_uart.c_arc_serial_request_port.c,6,6
extr_linuxfsext2xattr.h_ext2_xattr_destroy_cache.c,5,5
extr_linuxdriversscsiqla2xxxqla_target.c_qlt_has_data.c,10,10
extr_linuxdriversdax..nvdimmnd.h_is_nd_btt.c,6,6
extr_obs-studiodepslzmaliblzmacommonalone_decoder.c_alone_decoder_memconfig.c,28,28
extr_linuxtoolsperfuibrowsers....utilcallchain.h_callchain_cursor_commit.c,11,11
extr_linuxnetipv4devinet.c_devinet_sysctl_register.c,6,6
extr_darwin-xnubsdnetiptap.c_iptap_ipf_detach.c,5,5
extr_linuxarcharmmmdma-mapping.c_arm_dma_mapping_error.c,11,11
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_ibreaka1_Slot_inst_encode.c,7,7
extr_linuxdriversinfinibandhwmthcamthca_qp.c_is_qp0.c,24,24
extr_linuxsecurityselinuxhooks.c_selinux_ipc_getsecid.c,13,13
extr_linuxfslockdsvclock.c_nlmsvc_owner_key.c,9,9
extr_linuxtoolsperfarch..utilcpumap.h_cpu_map__id_to_cpu.c,7,7
extr_linuxdriversgpudrmi915intel_gvt.h_intel_gvt_sanitize_options.c,5,5
extr_linuxdriversinputmouseelantech.h_elantech_init_ps2.c,7,7
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_REG_TO_MEM_2_DEST_HI.c,9,9
extr_linuxdriversatmiphase.c_ia_enque_head_rtn_q.c,17,17
extr_radare2librdebugpnativemapswindows.c_get_map_type.c,21,21
extr_linuxdriversnetwirelessrealtekrtl8192cuos_deposdep_service.c__rtw_up_sema.c,5,5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_windowbase_Slot_inst_encode.c,7,7
extr_darwin-xnubsdnetdlil.c_ifp_if_ioctl.c,8,8
extr_linuxdriversmediausbdvb-usb-v2anysee.c_anysee_i2c_func.c,6,6
extr_darwin-xnuosfmkconsolevideo_console.c_gc_set_tab_stop.c,8,8
extr_linuxdriversmediadvb-frontendsmb86a16.c_mb86a16_frontend_algo.c,6,6
extr_linuxdriversscsiqla2xxxqla_sup.c_nvram_conf_addr.c,9,9
extr_mpvvideooutvo_null.c_control.c,16,16
extr_kphp-kdbfriendfriend-data.c_is_friends_friend.c,7,7
extr_linuxdriversgpudrmamdamdgpugfx_v8_0.c_gfx_v8_0_config_init.c,14,14
extr_linuxdriverscryptoomap-des.c_omap_des_get_of.c,8,8
extr_linuxdriversusbmusbmusb_host.h_musb_host_setup.c,7,7
extr_linuxdriversnetethernetaquantiaatlantichw_atl..aq_nic.h_aq_nic_get_dev.c,8,8
extr_linuxdrivershwtracingintel_thpti.c_intel_th_pti_remove.c,5,5
extr_linuxdriversrtcrtc-cmos.c_cmos_write_bank2.c,8,8
extr_obs-studiopluginsobs-outputslibrtmpamf.c_AMF3CD_GetProp.c,14,14
extr_linuxdriversnetethernetmicrochiplan743x_main.c_lan743x_tx_next_index.c,13,13
extr_linuxdriversblockdrbddrbd_state.c_is_valid_conn_transition.c,13,13
extr_linuxdriversinfinibandhwvmw_pvrdmapvrdma.h_pvrdma_wc_flags_to_ib.c,6,6
extr_xhyvesrcvmmvmm_instruction_emul.c_vie_canonical_check.c,23,23
extr_linuxarchriscvkernelcacheinfo.c_ci_leaf_init.c,21,21
extr_linuxdriversgpudrmamdamdgpuamdgpu_amdkfd_gfx_v9.c_kgd_address_watch_disable.c,6,6
extr_seafiledaemonsync-mgr.c_seaf_sync_manager_is_auto_sync_enabled.c,12,12
extr_linuxdriversplatformx86toshiba_acpi.c__set_bit.c,17,17
extr_linuxsoundi2cotherak4113.c_snd_ak4113_spdif_mask_info.c,12,12
extr_linuxtoolsperfbuiltin-trace.c_sig_handler.c,12,12
extr_nginx-rtmp-modulengx_rtmp_relay_module.c_ngx_rtmp_relay_get_peer.c,7,7
extr_linuxkernelgcovgcc_4_7.c_gcov_info_link.c,10,10
extr_linuxdriversmddm-raid.c_rs_set_new.c,26,26
extr_radare2librdebugpdebug_esil.c___esil_kill.c,9,9
extr_linuxsoundsocfslfsl_ssi.c_fsl_ssi_readable_reg.c,12,12
extr_emscriptensystemliblibcmuslsrcstdlibimaxabs.c_imaxabs.c,11,11
extr_linuxkernelsoftirq.c_lockdep_softirq_end.c,5,5
extr_linuxdriversmmchostcqhci.c_cqhci_tag.c,12,12
extr_linuxdriversgpudrmamdamdgpuamdgpu_amdkfd.c_amdgpu_amdkfd_unreserve_system_memory_limit.c,5,5
extr_linuxdriversmediaplatforms5p-mfcs5p_mfc_intr.c_s5p_mfc_clean_ctx_int_flags.c,11,11
extr_linuxdriversinfinibandulpisertib_isert.c_isert_prot_cmd.c,19,19
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_HLSQ_CONTROL_1_REG_FRAGCOORDZWREGID.c,9,9
extr_darwin-xnubsdnetpf.c_pf_hash.c,14,14
extr_linuxdriversnetethernetsfcfalconnic.h_ef4_update_diff_stat.c,14,14
extr_darwin-xnubsdnetif_bond.c_ifbond_flags_if_detaching.c,12,12
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_CNTL_WIDTH.c,10,10
extr_linuxnetbridgenetfilter..br_private.h_br_multicast_uninit_stats.c,5,5
extr_linuxdriversinfinibandhwmlx5main.c_translate_max_vl_num.c,18,18
extr_linuxtoolstestingselfteststimersleap-a-day.c_time_state_str.c,14,14
extr_linuxkernelevents....mminternal.h_can_madv_dontneed_vma.c,16,16
extr_reactosdll3rdpartylibtifftif_compress.c__TIFFSetDefaultCompressionState.c,68,68
extr_linuxsoundsoccodecsadau17x1.c_adau17x1_volatile_register.c,11,11
extr_reactosmodulesrosappsdriversvcdromvcdrom.c_ViSetIoStatus.c,14,14
extr_linuxtoolsperfutilintel-pt-decoder..dso.h_dso__set_loaded.c,7,7
extr_reactosmodulesrostestswinetestsws2_32sock.c_test_buffer.c,30,30
extr_hashcatdepsLZMA-SDKCXzIn.c_Xzs_Construct.c,11,11
extr_linuxdriversscsisym53c8xx_2sym_nvram.c_sym_nvram_type.c,22,22
extr_linuxkernelschedrt.c_balance_runtime.c,5,5
extr_kphp-kdbmutual-friendsmaccub.c_iCode_iter_val.c,7,7
extr_linuxdriversinfinibandhwbnxt_reib_verbs.c_bnxt_re_get_link_layer.c,7,7
extr_linuxdriversideide-probe.c_ata_lock.c,7,7
extr_reactosbootfreeldrfreeldruinoui.c_NoUiTextToFillStyle.c,6,6
extr_linuxdriversgpudrmmsmdispdpu1dpu_dbg.c_dpu_dbg_debugfs_open.c,18,18
extr_linuxdriversnetethernetmicrochipencx24j600-regmap.c_encx24j600_phymap_volatile.c,12,12
extr_FFmpeglibavformatutils.c_has_decode_delay_been_guessed.c,13,13
extr_linuxdriversgpudrmamdpowerplayhwmgrppevvmath.h_GetReal.c,8,8
extr_obs-studiolibobsgraphicseffect.c_gs_effect_get_val_size.c,12,12
extr_linuxnetipv4fib_lookup.h_fib_alias_accessed.c,14,14
extr_swayswayinputseat.c_seatop_allows_set_cursor.c,8,8
extr_gitbuiltinpack-objects.c_want_found_object.c,11,11
extr_linuxdriversnetwirelesszydaszd1211rwzd_chip.c_inc_addr.c,16,16
extr_linuxarchs390kernelaudit.c_audit_classify_arch.c,6,6
extr_darwin-xnulibkddkcdata.h_kcdata_flags_get_padding.c,7,7
extr_linuxarchpowerpcperfpower7-pmu.c_power7_marked_instr_event.c,30,30
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_CMD_MDP_STREAM_CTRL_VIRTUAL_CHANNEL.c,9,9
extr_linuxmmzsmalloc.c_init_deferred_free.c,5,5
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacchannel.c_brcms_is_radar_freq.c,12,12
extr_linuxnetnetfilteripvsip_vs_proto_ah_esp.c_ah_esp_conn_schedule.c,15,15
extr_linuxdriversgpudrmbridgesynopsysdw-hdmi.c_hdmi_bus_fmt_is_yuv444.c,11,11
extr_FFmpeglibavcodecsipr.c_pitch_sharpening.c,12,12
extr_jqsrclocfile.c_locfile_retain.c,10,10
extr_linuxdriversstagingvc04_servicesinterfacevchiq_armvchiq_core.c_calc_stride.c,12,12
extr_linuxdriversinfinibandulpisertib_isert.c_isert_set_dif_domain.c,36,36
extr_linuxtoolshvhv_kvp_daemon.c_hweight32.c,36,36
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_REG_A4XX_VFD_FETCH_INSTR_1.c,8,8
extr_linuxdriversmediaplatformqcomcamsscamss-video.c_video_g_input.c,10,10
extr_linuxdriversusbgadgetfunctionf_printer.c_ep_desc.c,21,21
extr_php-srcextpcrepcre2libsljitsljitNativeTILEGX-encoder.c_get_UnaryOpcodeExtension_X0.c,10,10
extr_linuxfsdlmlock.c_is_overlap.c,10,10
extr_linuxdriversmediausbem28xxem28xx-video.c_em28xx_vbi_supported.c,13,13
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_DEPTH_BUFFER_ARRAY_PITCH.c,10,10
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_eps4_Slot_inst_encode.c,7,7
extr_darwin-xnubsdkernkpi_mbuf.c_mbuf_data.c,7,7
extr_linuxarchmipssgi-ip27ip27-timer.c_enable_rt_irq.c,5,5
extr_php-srcextmbstringlibmbflfiltersmbfilter_cp850.c_mbfl_filt_ident_cp850.c,11,11
extr_linuxkernelfork.c_mm_init_aio.c,5,5
extr_linuxdriversisdnhisaxlmgr.c_setstack_manager.c,8,8
extr_linuxdriversstagingrtl8192ertllib_rx.c_rtllib_rx_Master.c,8,8
extr_linuxdriversstagingrtl8723bshalodm_HWConfig.c_odm_QueryRxPwrPercentage.c,12,12
extr_linuxdriversusbdwc2core.h_dwc2_hcd_get_frame_number.c,6,6
extr_linuxfsnfspnfs.c_pnfs_lseg_no_merge.c,7,7
extr_linuxdriversnetwirelessadmtekadm8211.c_adm8211_calc_durations.c,47,47
extr_linuxdriversnetwirelesszydaszd1211rwzd_chip.h_zd_chip_is_zd1211b.c,7,7
extr_netdatacollectorsstatsd.pluginstatsd.c_valuetype2string.c,14,14
extr_linuxdriverspcicontrollerdwc....pci.h_pcie_aspm_create_sysfs_dev_files.c,5,5
extr_linuxdriversfirmwareefilibstubefi-stub-helper.c_mmap_has_headroom.c,18,18
extr_linuxarchpowerpcplatformscellspufsswitch.c_init_priv1.c,26,26
extr_linuxdriversmemoryfsl_ifc.c_convert_ifc_address.c,7,7
extr_linuxdriversstagingcomedidriverscomedi_8254.c_comedi_8254_update_divisors.c,20,20
extr_linuxnetbluetootha2mp.c___next_ident.c,13,13
extr_linuxdriversparportparport_atari.c_parport_atari_read_status.c,17,17
extr_kphp-kdbpmemcachedpmemcached-index-disk.c_upgrade_header.c,11,11
extr_linuxlibiov_iter.c_allocated.c,11,11
extr_php-srcextcom_dotnetcom_saproxy.c_saproxy_property_exists.c,9,9
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_HLSQ_CONTROL_3_REG_REGID.c,9,9
extr_seafilecommoncommit-mgr.c_compare_commit_by_time.c,15,15
extr_linuxdriversi2cbussesi2c-qup.c_qup_i2c_clear_blk_v1.c,11,11
extr_radare2librbinpbin_smd.c_baddr.c,6,6
extr_linuxnetmac80211ethtool.c_ieee80211_get_regs_len.c,6,6
extr_linuxdriversdmaamba-pl08x.c_init_pl08x_debugfs.c,5,5
extr_linuxdriversgpudrmamdamdgputonga_ih.c_tonga_ih_set_powergating_state.c,7,7
extr_linuxdriversmtdspi-norspi-nor.c_spi_nor_set_read_settings_from_bfpt.c,25,25
extr_linuxsoundcorepcm_lib.c_get_dma_ptr.c,22,22
extr_obs-studiodepslzmaliblzmacommonblock_decoder.c_is_size_valid.c,18,18
extr_linuxdriversnfcnxp-ncifirmware.c_nxp_nci_fw_read_status.c,15,15
extr_FFmpeglibavformatfile.c_file_get_handle.c,10,10
extr_darwin-xnuosfmkarmpmap.c_pmap_virtual_region.c,14,14
extr_linuxsecurityselinuxssservices.c_security_get_reject_unknown.c,8,8
extr_zstdliblegacyzstd_v04.c_ZSTD_nextSrcSizeToDecompress.c,7,7
extr_linuxdriversusbhostxhci-tegra.c_tegra_xhci_quirks.c,10,10
extr_linuxdriversclkclk-highbank.c_clk_periclk_round_rate.c,24,24
extr_linuxdriversnetwirelessintersilprism54islpci_dev.h_islpci_get_state.c,7,7
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_18.c,12,12
extr_darwin-xnubsdvfsvfs_bio.c_buf_upl.c,7,7
extr_linuxarchpowerpcplatforms512xmpc512x_shared.c_mpc512x_valid_monitor_port.c,6,6
extr_FFmpeglibavformatrtpdec_vp8.c_vp8_need_keyframe.c,13,13
extr_rufussrcext2fsbitops.c_popcount8.c,23,23
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_RB_MRT_PITCH.c,10,10
extr_linuxfsext4acl.h_ext4_init_acl.c,8,8
extr_reactosdllwin32comdlg32printdlg.c_rotate_rect.c,27,27
extr_linuxarcharmmach-davincitime.c_freerun_interrupt.c,7,7
extr_linuxdriversedacpnd2_edac.c_rank_hash.c,11,11
extr_linuxdriversmediadvb-frontendscxd2880cxd2880_top.c_cxd2880_read_ber.c,9,9
extr_linuxdriverspinctrlpinmux.h_pinmux_generic_free_functions.c,5,5
extr_opensslcryptoecec_lib.c_EC_GROUP_set_curve_name.c,9,9
extr_linuxdriversinfinibandswrdmavtvt.c_rvt_modify_device.c,9,9
extr_linuxdriversscsidpt_i2o.c_dma_low.c,6,6
extr_linuxdriversmediai2ctw9910.c_tw9910_enum_mbus_code.c,15,15
extr_jqsrclexer.c_jq_yyget_debug.c,8,8
extr_linuxdriversps3ps3-lpm.c_pm_translate_signal_group_number_on_island5.c,17,17
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_DISP_INTF_SEL_INTF0.c,9,9
extr_linuxarcharmmach-omap2cm33xx.c_am33xx_cm_xlate_clkctrl.c,10,10
extr_linuxnetcaifcffrml.c_cffrml_set_uplayer.c,9,9
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_lsiu_Slot_inst_encode.c,7,7
extr_linuxdriversnetethernetsfcef10.c_efx_ef10_get_wol_vf.c,6,6
extr_linuxarchpowerpcplatformsps3mm.c_make_page_sizes.c,11,11
extr_labenginecodedeepminddmlab_connect.c_dmlab_environment_name.c,6,6
